Title,Title_URL
accolade,https://www.handspeak.com/word/9457/
"accommodate, accommodation",https://www.handspeak.com/word/9840/
accompany,https://www.handspeak.com/word/3827/
accomplice,https://www.handspeak.com/word/9807/
accomplish,https://www.handspeak.com/word/3856/
"accord, accordance",https://www.handspeak.com/word/6114/
accordion,https://www.handspeak.com/word/4560/
accost,https://www.handspeak.com/word/5772/
account,https://www.handspeak.com/word/6457/
accountability,https://www.handspeak.com/word/8260/
accountant,https://www.handspeak.com/word/5901/
accounting,https://www.handspeak.com/word/23/
acculturatation,https://www.handspeak.com/word/3283/
accumulate,https://www.handspeak.com/word/5455/
accurate,https://www.handspeak.com/word/2841/
accuse,https://www.handspeak.com/word/3859/
ace,https://www.handspeak.com/word/8492/
ache,https://www.handspeak.com/word/6108/
achieve,https://www.handspeak.com/word/3129/
acid,https://www.handspeak.com/word/206/
acknowledge,https://www.handspeak.com/word/6015/
acne,https://www.handspeak.com/word/6968/
acorn,https://www.handspeak.com/word/10200/
acoustic,https://www.handspeak.com/word/4048/
acquaint,https://www.handspeak.com/word/3821/
acquaintance,https://www.handspeak.com/word/6620/
"acquire, acquisition",https://www.handspeak.com/word/10010/
acquisitive,https://www.handspeak.com/word/1170/
acquittal,https://www.handspeak.com/word/8251/
acrimonious,https://www.handspeak.com/word/9675/
act,https://www.handspeak.com/word/8163/
action,https://www.handspeak.com/word/10102/
activate,https://www.handspeak.com/word/7008/
active,https://www.handspeak.com/word/25/
activist,https://www.handspeak.com/word/8416/
activity,https://www.handspeak.com/word/26/
"actor, actress",https://www.handspeak.com/word/8162/
actually,https://www.handspeak.com/word/6010/
acute,https://www.handspeak.com/word/9557/
ad hoc,https://www.handspeak.com/word/8278/
adamant,https://www.handspeak.com/word/7350/
adapt,https://www.handspeak.com/word/3862/
add,https://www.handspeak.com/word/28/
"addict, addiction",https://www.handspeak.com/word/29/
address,https://www.handspeak.com/word/30/
adequate,https://www.handspeak.com/word/6115/
adhere,https://www.handspeak.com/word/8780/
adhesive,https://www.handspeak.com/word/3873/
adjacent,https://www.handspeak.com/word/408/
adjective,https://www.handspeak.com/word/7397/
adjoin,https://www.handspeak.com/word/3890/
adjourn,https://www.handspeak.com/word/1768/
adjust,https://www.handspeak.com/word/3872/
administration,https://www.handspeak.com/word/6969/
"administrator, dean",https://www.handspeak.com/word/8616/
admire,https://www.handspeak.com/word/31/
admission,https://www.handspeak.com/word/10248/
admit,https://www.handspeak.com/word/32/
admonish,https://www.handspeak.com/word/6706/
ado,https://www.handspeak.com/word/10638/
adolescent,https://www.handspeak.com/word/10148/
adopt,https://www.handspeak.com/word/6011/
adorable,https://www.handspeak.com/word/8138/
adore,https://www.handspeak.com/word/6116/
"adorn, beautify, prettify",https://www.handspeak.com/word/5834/
"adroit, nimble, agile",https://www.handspeak.com/word/9639/
adult,https://www.handspeak.com/word/3863/
adultery,https://www.handspeak.com/word/2823/
advanced,https://www.handspeak.com/word/3801/
advantage,https://www.handspeak.com/word/3785/
adventure,https://www.handspeak.com/word/36/
adverb,https://www.handspeak.com/word/7398/
adverse,https://www.handspeak.com/word/8661/
"advertise, advertisement",https://www.handspeak.com/word/37/
"advice, advise",https://www.handspeak.com/word/39/
advocacy,https://www.handspeak.com/word/40/
advocate,https://www.handspeak.com/word/9753/
aerobics,https://www.handspeak.com/word/3329/
aesthetics,https://www.handspeak.com/word/41/
afar,https://www.handspeak.com/word/10511/
affable,https://www.handspeak.com/word/9446/
affair,https://www.handspeak.com/word/9288/
affect,https://www.handspeak.com/word/3558/
affectionate,https://www.handspeak.com/word/3802/
affidavit,https://www.handspeak.com/word/8240/
affiliate,https://www.handspeak.com/word/43/
"affirm, affirmation",https://www.handspeak.com/word/10038/
afflict,https://www.handspeak.com/word/8719/
affluent,https://www.handspeak.com/word/1829/
afford,https://www.handspeak.com/word/3803/
affront,https://www.handspeak.com/word/5613/
Afghanistan,https://www.handspeak.com/word/45/
Afghanistan cities,https://www.handspeak.com/word/46/
"aforementioned, aforesaid",https://www.handspeak.com/word/2771/
afraid,https://www.handspeak.com/word/47/
Africa,https://www.handspeak.com/word/48/
African American,https://www.handspeak.com/word/8853/
after,https://www.handspeak.com/word/49/
"afterglow, afterlight",https://www.handspeak.com/word/1755/
aftermath,https://www.handspeak.com/word/10778/
afternoon,https://www.handspeak.com/word/50/
afterwards,https://www.handspeak.com/word/6413/
again,https://www.handspeak.com/word/51/
against,https://www.handspeak.com/word/52/
age,https://www.handspeak.com/word/2796/
ageism,https://www.handspeak.com/word/9064/
ageless,https://www.handspeak.com/word/3250/
agency,https://www.handspeak.com/word/4972/
agenda,https://www.handspeak.com/word/3807/
agent,https://www.handspeak.com/word/8455/
aggravate,https://www.handspeak.com/word/6117/
aggregate,https://www.handspeak.com/word/3853/
aggressive,https://www.handspeak.com/word/53/
agitated,https://www.handspeak.com/word/3072/
ago,https://www.handspeak.com/word/6683/
agonize,https://www.handspeak.com/word/9718/
agony,https://www.handspeak.com/word/9719/
agree,https://www.handspeak.com/word/54/
agriculture,https://www.handspeak.com/word/7123/
aha,https://www.handspeak.com/word/8422/
ahead,https://www.handspeak.com/word/55/
ahem (interjection),https://www.handspeak.com/word/10641/
ahh (interjection),https://www.handspeak.com/word/10671/
aid,https://www.handspeak.com/word/2896/
aide,https://www.handspeak.com/word/10124/
AIDS,https://www.handspeak.com/word/5501/
ailment,https://www.handspeak.com/word/9472/
aim,https://www.handspeak.com/word/4993/
air,https://www.handspeak.com/word/5904/
"air conditioner, cooler",https://www.handspeak.com/word/5902/
air force,https://www.handspeak.com/word/5903/
aircraft,https://www.handspeak.com/word/2711/
airheaded,https://www.handspeak.com/word/7833/
airlift,https://www.handspeak.com/word/829/
airplane,https://www.handspeak.com/word/56/
airport,https://www.handspeak.com/word/57/
"airship, hotair balloon",https://www.handspeak.com/word/8372/
airspace,https://www.handspeak.com/word/10749/
"airstrip, landing strip",https://www.handspeak.com/word/5842/
aisle,https://www.handspeak.com/word/8669/
ajar,https://www.handspeak.com/word/3298/
Akashic records,https://www.handspeak.com/word/7441/
al-amira,https://www.handspeak.com/word/1031/
Alabama,https://www.handspeak.com/word/7663/
alarm,https://www.handspeak.com/word/58/
alarm clock,https://www.handspeak.com/word/4944/
alarming,https://www.handspeak.com/word/8906/
alas,https://www.handspeak.com/word/2238/
Alaska,https://www.handspeak.com/word/7262/
Albania,https://www.handspeak.com/word/6382/
albeit,https://www.handspeak.com/word/1097/
Albert Fischer,https://www.handspeak.com/word/10950/
Alberta,https://www.handspeak.com/word/2945/
alcohol,https://www.handspeak.com/word/2566/
"alcoholic, alcoholism",https://www.handspeak.com/word/4681/
alert,https://www.handspeak.com/word/3816/
algebra,https://www.handspeak.com/word/4283/
Algeria,https://www.handspeak.com/word/8800/
algorithm,https://www.handspeak.com/word/10023/
alias,https://www.handspeak.com/word/8275/
alibi,https://www.handspeak.com/word/8242/
alien,https://www.handspeak.com/word/7742/
align,https://www.handspeak.com/word/8799/
alimony,https://www.handspeak.com/word/8246/
all,https://www.handspeak.com/word/60/
all gone,https://www.handspeak.com/word/5857/
all right,https://www.handspeak.com/word/62/
"all the time, 24/7",https://www.handspeak.com/word/5392/
all the way,https://www.handspeak.com/word/5858/
all-inclusive,https://www.handspeak.com/word/7892/
Allah,https://www.handspeak.com/word/10928/
allege,https://www.handspeak.com/word/8945/
allegiance,https://www.handspeak.com/word/10900/
allergy,https://www.handspeak.com/word/63/
allergy attack,https://www.handspeak.com/word/64/
alleviate,https://www.handspeak.com/word/6619/
alley,https://www.handspeak.com/word/10366/
alliance,https://www.handspeak.com/word/5906/
alligator,https://www.handspeak.com/word/1644/
allocate,https://www.handspeak.com/word/6661/
allot,https://www.handspeak.com/word/10129/
allow,https://www.handspeak.com/word/65/
allowance,https://www.handspeak.com/word/10252/
allusion,https://www.handspeak.com/word/8029/
ally,https://www.handspeak.com/word/5905/
alma mater,https://www.handspeak.com/word/4304/
almond,https://www.handspeak.com/word/10054/
almost,https://www.handspeak.com/word/66/
alone,https://www.handspeak.com/word/68/
"along, alongside",https://www.handspeak.com/word/5525/
aloof,https://www.handspeak.com/word/8484/
alpaca,https://www.handspeak.com/word/8504/
alpha,https://www.handspeak.com/word/10922/
Alpha Sigma Pi,https://www.handspeak.com/word/6520/
"alphabet, alphabetical",https://www.handspeak.com/word/3295/
already,https://www.handspeak.com/word/6383/
also,https://www.handspeak.com/word/69/
alter,https://www.handspeak.com/word/1120/
alternate,https://www.handspeak.com/word/8664/
alternative,https://www.handspeak.com/word/2954/
although,https://www.handspeak.com/word/4988/
altogether,https://www.handspeak.com/word/70/
altruistic,https://www.handspeak.com/word/9452/
aluminium,https://www.handspeak.com/word/8858/
"alumni, alumnus",https://www.handspeak.com/word/2946/
always,https://www.handspeak.com/word/71/
Alzheimer's,https://www.handspeak.com/word/10242/
amaranth,https://www.handspeak.com/word/9077/
amass,https://www.handspeak.com/word/9711/
"amateur, amateurish",https://www.handspeak.com/word/3611/
amaze,https://www.handspeak.com/word/3810/
Amazon,https://www.handspeak.com/word/7866/
ambassador,https://www.handspeak.com/word/6947/
amber,https://www.handspeak.com/word/10298/
ambidextrous,https://www.handspeak.com/word/8198/
ambiguous,https://www.handspeak.com/word/3812/
ambitious,https://www.handspeak.com/word/4034/
ambivalent,https://www.handspeak.com/word/3811/
amble,https://www.handspeak.com/word/4997/
ambulance,https://www.handspeak.com/word/72/
ambulance siren,https://www.handspeak.com/word/1847/
ameliorate,https://www.handspeak.com/word/5452/
amen,https://www.handspeak.com/word/5685/
amenable,https://www.handspeak.com/word/7443/
amend,https://www.handspeak.com/word/3193/
amenity,https://www.handspeak.com/word/5686/
America,https://www.handspeak.com/word/73/
American,https://www.handspeak.com/word/2678/
Americans with Disabilities Act (ADA),https://www.handspeak.com/word/8082/
"Amherst, Nova Scotia",https://www.handspeak.com/word/6118/
amiable,https://www.handspeak.com/word/2520/
amicable,https://www.handspeak.com/word/8665/
amid,https://www.handspeak.com/word/8873/
Amish,https://www.handspeak.com/word/8139/
ammunition,https://www.handspeak.com/word/10126/
amnesia,https://www.handspeak.com/word/7592/
amnesty,https://www.handspeak.com/word/9854/
amodal,https://www.handspeak.com/word/9540/
among,https://www.handspeak.com/word/8680/
amorous,https://www.handspeak.com/word/9826/
amount,https://www.handspeak.com/word/9571/
ampersand,https://www.handspeak.com/word/2822/
ample,https://www.handspeak.com/word/6119/
amplify,https://www.handspeak.com/word/7007/
amputate,https://www.handspeak.com/word/3813/
"Amsterdam, Netherlands",https://www.handspeak.com/word/7577/
amusing,https://www.handspeak.com/word/5907/
"analogy, analogous",https://www.handspeak.com/word/1089/
"analyze, analysis",https://www.handspeak.com/word/9388/
anarchy,https://www.handspeak.com/word/9525/
anatomy,https://www.handspeak.com/word/6552/
ancestor,https://www.handspeak.com/word/9998/
anchor,https://www.handspeak.com/word/7836/
ancient,https://www.handspeak.com/word/2943/
and,https://www.handspeak.com/word/79/
"andragogy, adult education",https://www.handspeak.com/word/33/
android,https://www.handspeak.com/word/4226/
"anecdote, short story",https://www.handspeak.com/word/7023/
angel,https://www.handspeak.com/word/80/
angle,https://www.handspeak.com/word/8332/
angry,https://www.handspeak.com/word/81/
angst,https://www.handspeak.com/word/2181/
animal,https://www.handspeak.com/word/82/
animal fat,https://www.handspeak.com/word/4649/
animation,https://www.handspeak.com/word/83/
animosity,https://www.handspeak.com/word/9138/
annals,https://www.handspeak.com/word/9630/
annex,https://www.handspeak.com/word/8739/
annihilate,https://www.handspeak.com/word/7772/
anniversary,https://www.handspeak.com/word/4410/
"announce, announcement",https://www.handspeak.com/word/85/
"annoy, annoyed",https://www.handspeak.com/word/86/
annual,https://www.handspeak.com/word/87/
annul,https://www.handspeak.com/word/2545/
anoint,https://www.handspeak.com/word/88/
"anonymous, anonymity",https://www.handspeak.com/word/59/
another,https://www.handspeak.com/word/89/
anoxeria,https://www.handspeak.com/word/10578/
answer,https://www.handspeak.com/word/90/
ant,https://www.handspeak.com/word/5720/
"Antalya, Turkey",https://www.handspeak.com/word/10861/
Antarctica,https://www.handspeak.com/word/8489/
anterior,https://www.handspeak.com/word/10523/
anthem,https://www.handspeak.com/word/9542/
anthropology,https://www.handspeak.com/word/7790/
antibiotic,https://www.handspeak.com/word/7442/
antibody,https://www.handspeak.com/word/9021/
antichrist,https://www.handspeak.com/word/4632/
anticipate,https://www.handspeak.com/word/2554/
antidote,https://www.handspeak.com/word/7256/
antifa,https://www.handspeak.com/word/9030/
antifreeze,https://www.handspeak.com/word/8557/
antigravity,https://www.handspeak.com/word/1019/
Antigua and Barbuda,https://www.handspeak.com/word/7720/
antipathetic,https://www.handspeak.com/word/7015/
antique,https://www.handspeak.com/word/10512/
antisemitism,https://www.handspeak.com/word/5492/
antisocial,https://www.handspeak.com/word/7465/
antithesis,https://www.handspeak.com/word/9815/
antonym,https://www.handspeak.com/word/5248/
"anxious, anxiety",https://www.handspeak.com/word/6477/
any,https://www.handspeak.com/word/91/
anymore,https://www.handspeak.com/word/10132/
anyone,https://www.handspeak.com/word/10133/
anything,https://www.handspeak.com/word/92/
anytime,https://www.handspeak.com/word/93/
anyway,https://www.handspeak.com/word/3972/
anywhere,https://www.handspeak.com/word/2944/
apart,https://www.handspeak.com/word/94/
apartment,https://www.handspeak.com/word/4430/
"apathy, apathetic",https://www.handspeak.com/word/9438/
ape,https://www.handspeak.com/word/8387/
aperture,https://www.handspeak.com/word/2985/
"apex, pinnacle, summit, crest",https://www.handspeak.com/word/8439/
aphid,https://www.handspeak.com/word/10794/
apiece,https://www.handspeak.com/word/5867/
apocalypse,https://www.handspeak.com/word/7418/
"apology, apologize",https://www.handspeak.com/word/84/
apostrophe,https://www.handspeak.com/word/2792/
appalling,https://www.handspeak.com/word/8905/
apparent,https://www.handspeak.com/word/3804/
apparently,https://www.handspeak.com/word/4060/
appeal,https://www.handspeak.com/word/6013/
appear,https://www.handspeak.com/word/95/
appearance,https://www.handspeak.com/word/96/
appellation,https://www.handspeak.com/word/9877/
appetite,https://www.handspeak.com/word/7263/
appetizing,https://www.handspeak.com/word/8294/
"applaud, applause",https://www.handspeak.com/word/4213/
apple,https://www.handspeak.com/word/97/
appliance,https://www.handspeak.com/word/5580/
application,https://www.handspeak.com/word/6496/
apply,https://www.handspeak.com/word/5579/
"appoint, appointment",https://www.handspeak.com/word/98/
appraisal,https://www.handspeak.com/word/7011/
appreciate,https://www.handspeak.com/word/6684/
apprehensive,https://www.handspeak.com/word/6473/
apprentice,https://www.handspeak.com/word/10448/
apprise,https://www.handspeak.com/word/3799/
approach,https://www.handspeak.com/word/99/
approachable,https://www.handspeak.com/word/8487/
appropriate,https://www.handspeak.com/word/4195/
appropriation,https://www.handspeak.com/word/101/
"approve, approval",https://www.handspeak.com/word/102/
approximately,https://www.handspeak.com/word/10087/
apricot,https://www.handspeak.com/word/10959/
April,https://www.handspeak.com/word/4392/
April Fool,https://www.handspeak.com/word/6381/
aptitude,https://www.handspeak.com/word/3922/
aqua,https://www.handspeak.com/word/8546/
aquarium,https://www.handspeak.com/word/8547/
Arabic,https://www.handspeak.com/word/8028/
arbitrary,https://www.handspeak.com/word/9721/
arbitrate,https://www.handspeak.com/word/35/
arbor,https://www.handspeak.com/word/9593/
arc,https://www.handspeak.com/word/8334/
arch,https://www.handspeak.com/word/8335/
archaeology,https://www.handspeak.com/word/7782/
archaic,https://www.handspeak.com/word/10498/
archery,https://www.handspeak.com/word/4508/
archetype,https://www.handspeak.com/word/10408/
architect,https://www.handspeak.com/word/9068/
architecture,https://www.handspeak.com/word/9069/
archive,https://www.handspeak.com/word/10305/
Arctica,https://www.handspeak.com/word/8488/
ardent,https://www.handspeak.com/word/8851/
arduous,https://www.handspeak.com/word/7834/
are,https://www.handspeak.com/word/10339/
area,https://www.handspeak.com/word/3180/
arena,https://www.handspeak.com/word/10118/
Argentina,https://www.handspeak.com/word/2657/
argh (exclamation),https://www.handspeak.com/word/6621/
arguable,https://www.handspeak.com/word/9318/
argue,https://www.handspeak.com/word/104/
argument,https://www.handspeak.com/word/10134/
arid,https://www.handspeak.com/word/6817/
arise,https://www.handspeak.com/word/916/
Arizona,https://www.handspeak.com/word/6472/
Arizona cities,https://www.handspeak.com/word/7760/
ark,https://www.handspeak.com/word/6967/
Arkansas,https://www.handspeak.com/word/7664/
arm,https://www.handspeak.com/word/105/
armadillo,https://www.handspeak.com/word/106/
Armenia,https://www.handspeak.com/word/8802/
"armlet, armband",https://www.handspeak.com/word/8030/
army,https://www.handspeak.com/word/107/
army tank,https://www.handspeak.com/word/4977/
aromatic,https://www.handspeak.com/word/7916/
around,https://www.handspeak.com/word/108/
"around the clock, all day and all night",https://www.handspeak.com/word/4951/
arraign,https://www.handspeak.com/word/10550/
arrange,https://www.handspeak.com/word/3806/
array,https://www.handspeak.com/word/2202/
arrest,https://www.handspeak.com/word/110/
arrest warrant,https://www.handspeak.com/word/9585/
arrive,https://www.handspeak.com/word/113/
arrogant,https://www.handspeak.com/word/454/
arrow,https://www.handspeak.com/word/9608/
arsenic,https://www.handspeak.com/word/6966/
arson,https://www.handspeak.com/word/3317/
art,https://www.handspeak.com/word/114/
artichoke,https://www.handspeak.com/word/7963/
article,https://www.handspeak.com/word/116/
articulate,https://www.handspeak.com/word/3969/
artifact,https://www.handspeak.com/word/8647/
artificial,https://www.handspeak.com/word/6121/
artificial intelligence (AI),https://www.handspeak.com/word/10485/
artillery,https://www.handspeak.com/word/10750/
artist,https://www.handspeak.com/word/3840/
artwork,https://www.handspeak.com/word/9/
as,https://www.handspeak.com/word/173/
as in,https://www.handspeak.com/word/10791/
as long as,https://www.handspeak.com/word/1426/
as well,https://www.handspeak.com/word/8031/
ascend,https://www.handspeak.com/word/9737/
ascension,https://www.handspeak.com/word/4999/
ascetic,https://www.handspeak.com/word/9867/
asexual,https://www.handspeak.com/word/7563/
"ash, cinder",https://www.handspeak.com/word/7695/
ashamed,https://www.handspeak.com/word/6122/
ashen,https://www.handspeak.com/word/9765/
ashram,https://www.handspeak.com/word/10308/
"Asia, Asian",https://www.handspeak.com/word/2491/
asinine,https://www.handspeak.com/word/8573/
ask,https://www.handspeak.com/word/117/
ASL - American Sign Language,https://www.handspeak.com/word/120/
ASL writing,https://www.handspeak.com/word/6096/
ASL zone,https://www.handspeak.com/word/7257/
asparagus,https://www.handspeak.com/word/7831/
aspect,https://www.handspeak.com/word/2413/
asphyxiate,https://www.handspeak.com/word/6550/
aspire,https://www.handspeak.com/word/6123/
assassinate,https://www.handspeak.com/word/6463/
assault,https://www.handspeak.com/word/6124/
assemble,https://www.handspeak.com/word/5630/
assembly,https://www.handspeak.com/word/4525/
assert,https://www.handspeak.com/word/703/
assertive,https://www.handspeak.com/word/4033/
"assess, assessment",https://www.handspeak.com/word/5908/
asset,https://www.handspeak.com/word/9746/
asshole,https://www.handspeak.com/word/8840/
assign,https://www.handspeak.com/word/6660/
assignment,https://www.handspeak.com/word/6125/
assimilate,https://www.handspeak.com/word/5910/
assist,https://www.handspeak.com/word/2738/
assistant,https://www.handspeak.com/word/2739/
associate,https://www.handspeak.com/word/5766/
Associate's degree,https://www.handspeak.com/word/7896/
association,https://www.handspeak.com/word/122/
assortment,https://www.handspeak.com/word/590/
"assume, assumption",https://www.handspeak.com/word/3815/
assure,https://www.handspeak.com/word/4044/
asteroid belt,https://www.handspeak.com/word/4529/
asthma,https://www.handspeak.com/word/123/
astonish,https://www.handspeak.com/word/3809/
astounded,https://www.handspeak.com/word/7751/
"astral, astral travel",https://www.handspeak.com/word/1531/
astrology,https://www.handspeak.com/word/10936/
astronaut,https://www.handspeak.com/word/4526/
astronomy,https://www.handspeak.com/word/7750/
astute,https://www.handspeak.com/word/9754/
asylum,https://www.handspeak.com/word/8685/
at,https://www.handspeak.com/word/7010/
"atheism, atheist",https://www.handspeak.com/word/7832/
"Athens, Greece",https://www.handspeak.com/word/7522/
athlete,https://www.handspeak.com/word/124/
"Atlanta, Georgia",https://www.handspeak.com/word/10069/
Atlantic,https://www.handspeak.com/word/8440/
atmosphere,https://www.handspeak.com/word/1735/
"atom, atomic",https://www.handspeak.com/word/8792/
attach,https://www.handspeak.com/word/6126/
attack,https://www.handspeak.com/word/8253/
attain,https://www.handspeak.com/word/8695/
attempt,https://www.handspeak.com/word/6127/
attend,https://www.handspeak.com/word/6128/
"attendant, steward",https://www.handspeak.com/word/4280/
attention,https://www.handspeak.com/word/125/
"attention seeking, attention getting",https://www.handspeak.com/word/3749/
"attentive, heedful",https://www.handspeak.com/word/3748/
attest,https://www.handspeak.com/word/8254/
attic,https://www.handspeak.com/word/8591/
attitude,https://www.handspeak.com/word/128/
attorney,https://www.handspeak.com/word/6129/
attract,https://www.handspeak.com/word/3825/
attractive,https://www.handspeak.com/word/129/
"attribute, ascribe",https://www.handspeak.com/word/7038/
atypical,https://www.handspeak.com/word/10688/
"au revoir, goodbye",https://www.handspeak.com/word/4647/
"Auckland, New Zealand",https://www.handspeak.com/word/7763/
auction,https://www.handspeak.com/word/130/
audacious,https://www.handspeak.com/word/3831/
audicity,https://www.handspeak.com/word/9827/
audience,https://www.handspeak.com/word/3817/
audio,https://www.handspeak.com/word/8032/
audiologist,https://www.handspeak.com/word/5909/
audiology,https://www.handspeak.com/word/131/
audism,https://www.handspeak.com/word/2489/
audit,https://www.handspeak.com/word/9103/
audition,https://www.handspeak.com/word/6497/
auditory,https://www.handspeak.com/word/9471/
augment,https://www.handspeak.com/word/3267/
augur,https://www.handspeak.com/word/9165/
August,https://www.handspeak.com/word/4396/
aunt,https://www.handspeak.com/word/132/
aura,https://www.handspeak.com/word/10914/
aural,https://www.handspeak.com/word/8666/
auralcentric,https://www.handspeak.com/word/2740/
aurora,https://www.handspeak.com/word/6380/
Auschwitz,https://www.handspeak.com/word/9613/
"Auslan, Australian Sign Language",https://www.handspeak.com/word/6705/
Australia,https://www.handspeak.com/word/133/
Australian,https://www.handspeak.com/word/134/
Aussie,https://www.handspeak.com/word/134/
Austria,https://www.handspeak.com/word/135/
Austrian,https://www.handspeak.com/word/136/
authentic,https://www.handspeak.com/word/6130/
authenticate,https://www.handspeak.com/word/3819/
author,https://www.handspeak.com/word/137/
authoritarian,https://www.handspeak.com/word/4623/
authority,https://www.handspeak.com/word/3820/
"authorize, authorization",https://www.handspeak.com/word/9001/
autism,https://www.handspeak.com/word/7581/
"auto, automobile",https://www.handspeak.com/word/6928/
"autobiography, memoir",https://www.handspeak.com/word/8350/
"autobody, body shop",https://www.handspeak.com/word/6131/
autocracy,https://www.handspeak.com/word/9129/
autograph,https://www.handspeak.com/word/4090/
automatic,https://www.handspeak.com/word/138/
automation,https://www.handspeak.com/word/7037/
autopsy,https://www.handspeak.com/word/8247/
autosave,https://www.handspeak.com/word/8383/
"autumn, fall",https://www.handspeak.com/word/2777/
avail,https://www.handspeak.com/word/5587/
available,https://www.handspeak.com/word/2567/
avant-garde,https://www.handspeak.com/word/9950/
"avaricious, avarice",https://www.handspeak.com/word/4752/
avatar,https://www.handspeak.com/word/8988/
avenue,https://www.handspeak.com/word/8084/
average,https://www.handspeak.com/word/140/
averse,https://www.handspeak.com/word/8662/
avid,https://www.handspeak.com/word/9641/
avocado,https://www.handspeak.com/word/6618/
avoid,https://www.handspeak.com/word/141/
awake,https://www.handspeak.com/word/3823/
awakening,https://www.handspeak.com/word/9186/
award,https://www.handspeak.com/word/142/
award-winning,https://www.handspeak.com/word/802/
"aware, awareness",https://www.handspeak.com/word/3822/
awash,https://www.handspeak.com/word/7009/
away,https://www.handspeak.com/word/144/
awe,https://www.handspeak.com/word/145/
awesome,https://www.handspeak.com/word/6097/
awestruck,https://www.handspeak.com/word/146/
awful,https://www.handspeak.com/word/147/
awkward,https://www.handspeak.com/word/148/
awry,https://www.handspeak.com/word/3986/
aww,https://www.handspeak.com/word/8419/
"axe, hatchet, tomahawk",https://www.handspeak.com/word/7380/
ayahuasca,https://www.handspeak.com/word/7756/
Ayurveda,https://www.handspeak.com/word/8900/
Azerbaijan,https://www.handspeak.com/word/8801/
B,https://www.handspeak.com/word/2461/
babble,https://www.handspeak.com/word/3184/
babbling,https://www.handspeak.com/word/6385/
baby,https://www.handspeak.com/word/11/
"baby talk, motherese, parentese",https://www.handspeak.com/word/6820/
babyish,https://www.handspeak.com/word/6542/
babysit,https://www.handspeak.com/word/3058/
"babysitter, nanny",https://www.handspeak.com/word/10199/
"Bachelor degree, baccalaureate",https://www.handspeak.com/word/3586/
"bachelor, bachelorette",https://www.handspeak.com/word/3587/
back,https://www.handspeak.com/word/5714/
back and forth,https://www.handspeak.com/word/16/
back away,https://www.handspeak.com/word/5586/
back to square one,https://www.handspeak.com/word/5606/
backbiting,https://www.handspeak.com/word/6870/
"backbone, spinal column, spine",https://www.handspeak.com/word/14/
backdrop,https://www.handspeak.com/word/5456/
background,https://www.handspeak.com/word/3103/
backlash,https://www.handspeak.com/word/6868/
backlight,https://www.handspeak.com/word/4514/
backlog,https://www.handspeak.com/word/6867/
"backpack, knapsack, rucksack",https://www.handspeak.com/word/3588/
backpacking,https://www.handspeak.com/word/4513/
backpay,https://www.handspeak.com/word/6869/
backpedal,https://www.handspeak.com/word/3589/
backstab,https://www.handspeak.com/word/6474/
backstroke,https://www.handspeak.com/word/15/
"backup, back up",https://www.handspeak.com/word/3112/
backward,https://www.handspeak.com/word/149/
backyard,https://www.handspeak.com/word/3500/
bacon,https://www.handspeak.com/word/12/
